,datetime,link,lanes,limit,length,bump,camera,CONV,KINDER,TRAVEL,SCHOOL,BROKER,label
47465,2021-11-05 12:15,1060066300,1,0,210.7952,0,0,0,0,0,0,0,0
47466,2021-11-05 12:20,1060044000,0,3,421.3309,0,0,1,1,1,0,0,0
47467,2021-11-05 12:35,1170002601,1,0,67.6441,0,0,0,0,0,0,0,0
47468,2021-11-05 12:40,1090001301,0,3,263.5323,0,0,1,0,0,0,0,0
47469,2021-11-05 13:05,1220012302,0,3,150.8529,0,0,0,0,0,0,0,0
47470,2021-11-05 13:45,1050002501,0,1,50.3398,0,0,0,0,0,0,0,0
47471,2021-11-05 14:35,1130000602,4,3,149.8305,0,0,1,0,1,0,1,0
47472,2021-11-05 14:40,1140019403,1,1,240.4392,0,0,1,0,0,0,0,0
47473,2021-11-05 14:45,1220003403,6,1,139.2684,0,0,1,0,0,0,1,0
47474,2021-11-05 15:00,1200027100,0,4,92.2989,0,0,0,0,0,0,0,0
47476,2021-11-05 15:50,1030004901,1,0,149.2889,0,0,1,0,1,0,0,0
47477,2021-11-05 15:55,1190006704,1,1,82.4101,0,0,0,0,0,0,0,0
47478,2021-11-05 16:10,1210030205,1,2,339.7339,0,0,1,1,1,0,1,0
47479,2021-11-05 16:20,1150063800,0,2,161.6019,0,0,1,0,0,0,1,0
47480,2021-11-05 16:25,1240019001,0,3,93.2194,0,0,1,0,0,0,1,0
47481,2021-11-05 16:50,1160014204,3,1,178.6604,1,0,0,0,1,0,0,0
47483,2021-11-05 17:00,1160030700,1,1,184.6691,0,0,1,0,1,0,1,0
47484,2021-11-05 17:10,1160078100,1,3,39.5426,0,0,0,0,1,0,0,0
47485,2021-11-05 17:15,1180127800,0,0,152.8972,1,0,0,0,1,0,0,0
47486,2021-11-05 17:20,1210014202,2,1,103.3613,0,0,0,0,0,0,0,0
47488,2021-11-05 18:05,1060006402,3,1,136.1759,0,0,0,0,0,0,0,0
47489,2021-11-05 18:15,1160002707,2,1,85.2279,0,0,1,0,0,0,0,0
47490,2021-11-05 18:20,1070048900,3,1,38.4892,0,0,0,0,0,0,0,0
47490,2021-11-05 18:20,1070048900,3,1,38.4892,0,0,0,0,0,0,0,0
47492,2021-11-05 18:30,1090001002,0,3,96.0563,0,0,1,1,0,0,0,0
47493,2021-11-05 18:40,1210006701,3,10,545.0077,0,0,0,0,0,0,0,0
47493,2021-11-05 18:40,1210006701,3,10,545.0077,0,0,0,0,0,0,0,0
47495,2021-11-05 18:55,1180023203,3,1,298.0944,0,0,1,1,1,0,1,0
47496,2021-11-05 19:00,1200000511,2,1,214.2599,0,0,0,0,0,0,0,0
47497,2021-11-05 19:10,1230067000,3,1,368.3334,1,0,0,0,0,0,0,0
47498,2021-11-05 19:15,1070018702,0,3,346.3503,1,0,1,1,0,0,0,0
47500,2021-11-05 19:40,1180029603,2,2,89.5677,0,0,0,0,1,0,0,0
47501,2021-11-05 19:50,1030009400,0,0,627.6492,0,1,1,0,1,0,1,0
47501,2021-11-05 19:50,1030009400,0,0,627.6492,0,1,1,0,1,0,1,0
47503,2021-11-05 19:55,1190006502,1,1,124.3088,0,0,0,0,0,0,0,0
47503,2021-11-05 19:55,1190006502,1,1,124.3088,0,0,0,0,0,0,0,0
47503,2021-11-05 19:55,1190006502,1,1,124.3088,0,0,0,0,0,0,0,0
47506,2021-11-05 20:10,1130006804,3,1,485.8353,0,0,0,0,1,0,0,0
47507,2021-11-05 20:15,1240016900,1,1,258.7999,1,0,1,0,0,0,1,0
47507,2021-11-05 20:15,1240016900,1,1,258.7999,1,0,1,0,0,0,1,0
47509,2021-11-05 20:25,1200017600,1,1,863.2895,0,0,1,0,0,0,1,0
47510,2021-11-06 7:25,1150010703,0,3,304.8078,0,0,1,1,0,0,0,0
47511,2021-11-06 8:15,1200009203,1,1,284.3907,0,0,1,0,1,0,1,0
47511,2021-11-06 8:15,1200009203,1,1,284.3907,0,0,1,0,1,0,1,0
47511,2021-11-06 8:15,1200009203,1,1,284.3907,0,0,1,0,1,0,1,0
47514,2021-11-06 8:20,1070042900,0,3,541.6134,1,0,1,1,1,0,1,0
47515,2021-11-06 9:10,1000036800,0,3,78.1415,0,0,1,0,0,0,0,0
47516,2021-11-06 9:35,1080014502,1,3,322.7346,0,0,0,1,0,0,1,0
47516,2021-11-06 9:35,1080014502,1,3,322.7346,0,0,0,1,0,0,1,0
47518,2021-11-06 9:40,1130045700,0,3,313.6231,0,0,1,1,0,0,0,0
47519,2021-11-06 10:00,1000040900,0,3,808.0262,1,0,0,0,0,0,0,0
47521,2021-11-06 10:45,1190002800,1,1,914.2668,0,0,1,0,1,0,0,0
47522,2021-11-06 11:15,1090036000,0,3,201.78,0,0,1,0,0,0,1,0
47524,2021-11-06 11:20,1130026302,1,1,90.6172,0,0,1,1,1,0,0,0
47526,2021-11-06 12:05,1180019603,3,1,116.187,0,0,0,0,0,0,0,0
47527,2021-11-06 12:50,1070023600,0,2,46.8747,0,0,1,0,0,0,1,0
47529,2021-11-06 13:20,1240005903,4,1,223.5369,0,0,1,0,1,0,1,0
47529,2021-11-06 13:20,1240005903,4,1,223.5369,0,0,1,0,1,0,1,0
47531,2021-11-06 13:25,1140046300,1,1,459.0078,0,0,0,0,1,0,0,0
47531,2021-11-06 13:25,1140046300,1,1,459.0078,0,0,0,0,1,0,0,0
47534,2021-11-06 13:35,1150416800,1,2,104.9424,0,0,1,0,0,0,0,0
47534,2021-11-06 13:35,1150416800,1,2,104.9424,0,0,1,0,0,0,0,0
47536,2021-11-06 14:00,1050004306,3,2,136.0273,0,0,1,0,1,0,1,0
47537,2021-11-06 14:25,1080003103,1,3,20.8513,0,0,1,0,0,0,1,0
47538,2021-11-06 14:40,1230014103,0,0,484.5224,1,0,1,1,1,1,1,0
47538,2021-11-06 14:40,1230014103,0,0,484.5224,1,0,1,1,1,1,1,0
47540,2021-11-06 15:10,1230019600,0,0,416.5942,1,0,1,1,1,0,1,0
47541,2021-11-06 16:10,1160013502,1,3,86.4362,0,0,1,0,1,0,0,0
47542,2021-11-06 16:25,1220094500,0,3,88.4995,0,0,0,0,0,0,0,0
47543,2021-11-06 16:50,1230092700,0,1,21.0551,0,0,0,0,0,0,0,0
47544,2021-11-06 17:30,1210003700,0,1,331.8785,0,0,0,0,0,0,0,0
47545,2021-11-06 17:45,1220019603,1,3,210.8507,0,0,1,1,1,0,1,0
47546,2021-11-06 18:20,1220328300,0,3,789.9573,0,0,0,1,0,0,0,0
47547,2021-11-06 18:25,1010036100,1,1,90.9078,0,0,0,0,0,0,0,0
47548,2021-11-06 18:45,1140040002,1,1,73.052,0,0,0,0,0,0,0,0
47549,2021-11-06 19:15,1230055500,0,0,287.9962,1,0,1,1,0,0,0,0
47550,2021-11-06 19:30,1050011902,1,1,55.9565,0,0,0,0,0,0,0,0
47552,2021-11-06 20:30,1060018904,0,3,199.5392,0,0,1,0,0,0,1,0
47553,2021-11-07 7:30,1000043400,0,3,1236.5233,1,0,1,0,1,0,1,0
47554,2021-11-07 7:35,1140035103,1,1,55.8187,0,0,0,0,0,0,0,0
47556,2021-11-07 9:00,1090010904,2,1,109.9186,0,0,0,0,0,0,1,0
47558,2021-11-07 11:05,1000014200,0,3,212.8081,0,0,1,0,1,0,1,0
47559,2021-11-07 11:10,1030005602,0,3,58.3202,0,0,0,0,0,0,0,0
47562,2021-11-07 11:15,1210173300,0,3,153.0901,0,0,0,0,0,0,0,0
47563,2021-11-07 11:30,1170038700,0,3,296.0127,0,0,1,1,0,0,1,0
47564,2021-11-07 11:35,1050009401,1,0,189.4857,0,0,1,1,1,0,1,0
47566,2021-11-07 12:00,1000007401,0,3,164.3222,0,0,1,0,1,0,0,0
47567,2021-11-07 12:05,1210072500,3,5,956.2516,0,0,1,1,0,0,1,0
47567,2021-11-07 12:05,1210072500,3,5,956.2516,0,0,1,1,0,0,1,0
47569,2021-11-07 12:10,1190021000,0,3,217.5809,0,0,0,1,0,0,0,0
47570,2021-11-07 12:30,1020040600,0,3,36.7393,0,0,1,0,0,0,1,0
47571,2021-11-07 12:35,2420176800,1,1,149.4449,0,0,1,1,1,0,1,0
47572,2021-11-07 12:50,1020006101,2,1,95.3122,1,0,0,0,0,0,0,0
47574,2021-11-07 13:20,1150056000,1,1,85.6721,0,0,0,0,0,0,0,0
47576,2021-11-07 14:10,1180022903,1,1,144.6245,0,0,1,1,1,0,1,0
47577,2021-11-07 14:45,1200000903,3,1,303.2456,1,0,1,0,1,0,1,0
47578,2021-11-07 15:15,1100034403,1,2,68.8598,0,0,0,0,0,0,0,0
47579,2021-11-07 16:00,1030001902,2,5,1118.7726,0,0,1,1,1,1,1,0
47579,2021-11-07 16:00,1030001902,2,5,1118.7726,0,0,1,1,1,1,1,0
47581,2021-11-07 16:15,1020004901,1,1,436.2561,0,0,1,0,0,0,1,0
47582,2021-11-07 16:20,1130070900,0,3,101.1442,0,0,1,1,1,0,1,0
47583,2021-11-07 16:25,1230009003,3,1,103.9959,0,0,1,0,1,0,1,0
47584,2021-11-07 16:35,1110009207,3,1,91.1889,0,0,1,0,0,0,0,0
47588,2021-11-07 18:25,1040016702,1,1,508.39,1,0,1,1,1,0,1,0
47588,2021-11-07 18:25,1040016702,1,1,508.39,1,0,1,1,1,0,1,0
47590,2021-11-07 18:30,1210062400,1,3,387.9276,0,1,0,1,1,0,0,0
47591,2021-11-07 19:35,1160015306,1,3,438.4048,1,1,1,1,1,0,0,0
47592,2021-11-07 19:45,1030007703,0,2,228.5763,0,0,0,0,0,0,0,0
47593,2021-11-07 20:00,1180132000,0,0,325.4656,0,0,0,0,0,0,0,0
47594,2021-11-07 20:05,1240032001,0,3,212.4218,0,0,1,0,0,0,1,0
47595,2021-11-07 21:00,1180067501,2,3,63.5308,0,0,0,0,1,0,0,0
47597,2021-11-08 7:15,1000006401,0,3,171.1399,0,0,1,0,1,0,1,0
47600,2021-11-08 8:10,1220065400,0,3,79.4034,1,0,1,0,1,0,0,0
47601,2021-11-08 8:20,1160000100,3,1,164.6134,0,0,0,0,0,0,0,0
47602,2021-11-08 8:50,1190037000,0,4,113.1028,0,0,0,0,1,0,0,0
47603,2021-11-08 9:05,1210007405,1,1,406.3444,0,0,0,1,1,0,1,0
47604,2021-11-08 9:10,1220007702,3,1,54.845,0,0,0,0,0,0,0,0
47606,2021-11-08 9:20,1160011704,3,1,53.5345,0,0,0,0,0,0,0,0
47607,2021-11-08 9:40,1040024300,1,1,154.3757,0,0,1,0,0,0,0,0
47608,2021-11-08 9:50,1200033300,0,1,28.6811,0,0,1,0,0,0,0,0
47609,2021-11-08 10:05,1050004000,1,2,111.5809,0,0,1,0,1,0,1,0
47610,2021-11-08 10:10,1170025200,0,3,219.8441,1,0,1,0,0,0,0,0
47611,2021-11-08 10:20,1010009200,0,3,248.7728,0,1,1,0,1,0,1,0
47612,2021-11-08 10:25,1120021300,0,4,1226.1197,0,0,1,1,0,1,1,0
47613,2021-11-08 10:45,1070007201,0,3,90.0471,0,0,1,0,0,0,1,0
47614,2021-11-08 10:50,1100171900,3,1,202.8679,0,0,0,0,0,0,0,0
47615,2021-11-08 11:15,1040035800,0,3,453.9014,1,0,1,0,1,1,1,0
47616,2021-11-08 11:20,1140049500,3,1,163.9216,0,0,0,0,0,0,0,0
47617,2021-11-08 12:35,1160014902,2,3,263.997,0,0,1,1,0,0,1,0
47618,2021-11-08 13:20,1220090800,0,3,149.9888,1,1,1,0,1,0,1,0
47619,2021-11-08 13:30,1020000202,2,5,69.8881,0,0,0,0,0,0,0,0
47620,2021-11-08 13:40,1130017103,0,3,174.5086,0,0,0,0,1,0,0,0
47621,2021-11-08 14:15,1050009902,3,2,61.9565,0,0,0,0,0,0,1,0
47624,2021-11-08 14:25,1180010704,1,1,452.0645,0,0,1,0,0,0,1,0
47626,2021-11-08 14:50,1010001204,0,3,498.4227,1,0,1,0,1,1,1,0
47626,2021-11-08 14:50,1010001204,0,3,498.4227,1,0,1,0,1,1,1,0
47626,2021-11-08 14:50,1010001204,0,3,498.4227,1,0,1,0,1,1,1,0
47629,2021-11-08 15:10,1200017700,1,1,859.0203,1,0,1,0,0,0,0,0
47630,2021-11-08 16:10,1110024801,1,1,104.2346,0,0,1,0,0,0,1,0
47631,2021-11-08 16:20,1160277601,0,0,31.28547986,0,0,1,0,0,0,0,0
47633,2021-11-08 16:35,1130001712,2,1,138.1408,0,0,1,0,1,0,0,0
47634,2021-11-08 16:45,1170026100,0,3,1134.6862,1,0,1,1,1,1,1,0
47638,2021-11-08 17:15,1240230301,0,3,54.34208774,0,0,0,0,0,0,0,0
47640,2021-11-08 17:20,1130007501,3,1,309.8639,0,0,0,0,1,0,0,0
47641,2021-11-08 17:30,1030012600,3,1,235.5088,0,0,0,0,0,0,0,0
47642,2021-11-08 17:35,1050000702,3,2,31.2209,0,0,0,0,0,0,0,0
47643,2021-11-08 17:55,1060029900,1,3,168.1071,0,0,1,0,0,0,1,0
47644,2021-11-08 18:00,1100013501,3,1,92.1783,0,0,0,0,0,1,0,0
47645,2021-11-08 18:20,1110080300,0,1,112.217,0,0,0,0,0,0,0,0
47647,2021-11-08 18:35,1100033800,0,3,291.2366,0,0,1,1,1,0,1,0
47647,2021-11-08 18:35,1100033800,0,3,291.2366,0,0,1,1,1,0,1,0
47649,2021-11-08 18:40,1110040200,0,3,182.5032,0,0,0,0,0,0,0,0
47650,2021-11-08 19:00,1010015200,0,3,518.5331,1,0,1,0,1,1,1,0
47652,2021-11-08 19:30,1210060400,0,3,925.537,0,0,1,1,1,0,1,0
47652,2021-11-08 19:30,1210060400,0,3,925.537,0,0,1,1,1,0,1,0
47652,2021-11-08 19:30,1210060400,0,3,925.537,0,0,1,1,1,0,1,0
47652,2021-11-08 19:30,1210060400,0,3,925.537,0,0,1,1,1,0,1,0
47657,2021-11-08 20:05,1020011601,1,1,1398.598,0,0,1,1,1,0,1,0
47658,2021-11-08 20:20,1040001304,1,1,26.6554,0,0,0,0,0,0,0,0
47659,2021-11-08 20:25,1140051000,0,3,146.5817,0,0,1,0,0,0,0,0
47660,2021-11-08 20:30,1190009700,0,0,153.7882,0,0,1,0,0,0,0,0
47661,2021-11-08 21:05,1220016001,3,2,52.6561,0,0,0,0,0,0,0,0
47662,2021-11-08 21:10,1120062300,0,3,389.3541,1,0,1,1,1,0,1,0
47663,2021-11-08 21:15,1220326200,0,0,38.492,0,0,0,0,0,0,0,0
47664,2021-11-08 21:40,1000009001,1,1,318.9822,0,0,1,0,1,0,1,0
47665,2021-11-09 7:25,1050051300,0,0,223.0874,0,0,0,0,0,0,0,0
47665,2021-11-09 7:25,1050051300,0,0,223.0874,0,0,0,0,0,0,0,0
47667,2021-11-09 8:05,1160265900,0,1,125.0383,0,0,1,0,0,0,0,0
47670,2021-11-09 9:00,1070018801,0,0,28.7081,0,0,0,0,0,0,0,0
47671,2021-11-09 10:05,1120000304,2,1,103.804,0,1,0,0,0,0,0,0
47672,2021-11-09 10:30,1220033403,1,1,175.2719,0,1,0,0,1,0,0,0
47674,2021-11-09 11:30,1220036801,2,1,115.3868,0,0,0,0,0,0,0,0
47676,2021-11-09 12:45,1240024301,0,3,134.8776,0,0,0,0,0,0,0,0
47678,2021-11-09 13:10,1230053300,0,3,173.0663,0,0,1,0,0,0,1,0
47678,2021-11-09 13:10,1230053300,0,3,173.0663,0,0,1,0,0,0,1,0
47680,2021-11-09 13:40,1020006003,3,2,55.1429,0,0,0,0,0,0,0,0
47681,2021-11-09 13:45,1230017204,0,1,127.0546,0,0,0,1,0,0,0,0
47683,2021-11-09 14:10,1010005002,2,1,27.5349,0,0,1,0,0,0,1,0
47683,2021-11-09 14:10,1010005002,2,1,27.5349,0,0,1,0,0,0,1,0
47685,2021-11-09 14:20,1200035800,0,1,213.2726,0,0,1,0,1,0,1,0
47686,2021-11-09 14:30,1000014401,1,0,79.4696,0,0,0,0,0,0,0,0
47687,2021-11-09 14:35,1060015402,1,1,145.2898,0,0,1,0,0,1,1,0
47688,2021-11-09 14:45,1210028003,0,3,87.0878,0,0,0,0,0,0,0,0
47689,2021-11-09 14:50,1040000802,2,0,286.4281,0,0,0,0,0,0,0,0
47690,2021-11-09 14:55,1220047700,3,8,449.065,0,0,0,0,0,0,0,0
47691,2021-11-09 15:00,1000028800,0,3,113.3753,0,0,1,0,1,0,1,0
47691,2021-11-09 15:00,1000028800,0,3,113.3753,0,0,1,0,1,0,1,0
47693,2021-11-09 15:25,1180122000,0,3,106.4371,0,0,1,1,1,0,1,0
47694,2021-11-09 15:40,1160002201,3,1,290.9727,0,0,1,0,1,1,1,0
47695,2021-11-09 15:45,1030013002,1,0,377.6669,0,0,1,1,0,0,1,0
47696,2021-11-09 16:00,1120063100,0,0,103.9537,0,0,0,0,0,0,0,0
47697,2021-11-09 16:10,1140054500,0,3,399.0179,0,0,1,0,0,0,1,0
47698,2021-11-09 16:25,1210164400,0,0,193.7101,0,0,1,1,1,0,1,0
47698,2021-11-09 16:25,1210164400,0,0,193.7101,0,0,1,1,1,0,1,0
47700,2021-11-09 17:10,1160009802,1,1,206.734,0,0,1,0,0,0,0,0
47701,2021-11-09 17:15,1060007403,1,1,180.2263,0,0,0,0,0,0,0,0
47702,2021-11-09 18:30,1190006701,1,1,289.3187,0,0,0,0,0,0,0,0
47703,2021-11-09 19:00,1230051500,0,3,147.6688,0,0,1,0,1,0,0,0
47704,2021-11-09 19:20,1100046900,0,3,30.5866,0,0,0,0,0,0,0,0
47705,2021-11-09 19:40,1150022002,0,3,578.7022,1,0,1,1,0,0,0,0
47708,2021-11-09 20:50,1040006802,3,1,41.5691,0,0,0,0,0,0,0,0
47712,2021-11-10 7:50,1210015002,3,1,252.3319,0,1,1,0,1,0,1,0
47713,2021-11-10 8:15,1120012803,0,3,359.866,1,1,1,1,1,0,1,0
47714,2021-11-10 8:30,1180133101,4,5,696.4461636,0,0,1,0,1,0,1,0
47715,2021-11-10 8:35,1070011102,3,1,108.7138,0,0,0,0,0,0,0,0
47716,2021-11-10 8:50,1120019400,0,1,109.3489,0,0,1,0,0,0,1,0
47720,2021-11-10 9:15,1040012503,0,1,118.6378,0,0,0,0,1,0,0,0
47722,2021-11-10 9:35,1140016104,3,1,198.6692,0,0,0,1,0,0,0,0
47723,2021-11-10 10:30,1220006401,3,1,304.4936,0,0,1,1,1,0,1,0
47724,2021-11-10 10:40,1170017900,0,2,73.3707,0,0,0,0,0,0,0,0
47726,2021-11-10 11:05,1210016504,1,3,101.1918,0,0,0,0,1,0,0,0
47727,2021-11-10 11:15,1070019001,3,2,268.4256,0,0,1,1,1,0,0,0
47728,2021-11-10 11:30,1090043700,0,3,175.354,0,0,0,1,1,0,0,0
47729,2021-11-10 11:40,1110045501,1,1,160.8139,0,0,0,0,0,0,0,0
47730,2021-11-10 12:20,1100013400,1,3,233.835,0,0,0,1,0,0,0,0
47730,2021-11-10 12:20,1100013400,1,3,233.835,0,0,0,1,0,0,0,0
47732,2021-11-10 12:25,1220036902,2,1,232.7186,0,0,0,0,0,0,0,0
47732,2021-11-10 12:25,1220036902,2,1,232.7186,0,0,0,0,0,0,0,0
47734,2021-11-10 12:30,1150415100,0,3,239.5234,0,0,1,0,1,0,0,0
47735,2021-11-10 12:40,1080012503,3,1,626.398,0,0,1,1,1,0,1,0
47736,2021-11-10 12:50,1190000101,2,5,2893.6718,0,0,1,1,1,1,1,0
47737,2021-11-10 13:30,1050055800,0,3,115.985,0,0,0,0,1,0,0,0
47739,2021-11-10 13:40,1200012303,1,1,140.7383,0,0,0,0,0,0,0,0
47740,2021-11-10 13:50,1220035104,3,1,217.7197,1,1,1,0,1,0,1,0
47740,2021-11-10 13:50,1220035104,3,1,217.7197,1,1,1,0,1,0,1,0
47742,2021-11-10 14:25,1220036101,3,1,189.0639,0,0,1,0,1,0,1,0
47743,2021-11-10 14:30,1190021400,0,3,60.6328,0,0,1,0,1,0,1,0
47744,2021-11-10 14:40,1230031900,0,3,437.8896,0,0,0,1,0,0,0,0
47745,2021-11-10 14:50,1010052600,1,1,73.2255,0,0,0,0,0,0,0,0
47746,2021-11-10 15:00,1150033300,0,3,166.2292,1,0,1,1,0,0,1,0
47747,2021-11-10 15:15,1020041500,0,3,273.1227,0,0,1,1,1,0,1,0
47750,2021-11-10 15:20,1220094700,0,3,286.4708,0,0,1,0,1,0,1,0
47752,2021-11-10 15:55,1140027303,0,3,64.7141,0,0,1,0,1,0,1,0
47753,2021-11-10 16:10,1220072900,0,4,341.7486,0,0,1,1,1,0,1,0
47753,2021-11-10 16:10,1220072900,0,4,341.7486,0,0,1,1,1,0,1,0
47755,2021-11-10 16:15,1160012901,2,3,77.8343,0,0,0,0,0,0,0,0
47756,2021-11-10 16:35,1220009801,0,3,313.8789,0,0,0,0,0,1,0,0
47757,2021-11-10 16:50,1000044200,0,3,338.4048,1,0,0,0,1,0,0,0
47758,2021-11-10 17:15,1140077600,3,3,176.9085,0,0,0,0,0,0,0,0
47760,2021-11-10 17:30,1210176500,0,3,217.9009,0,0,1,1,1,0,0,0
47760,2021-11-10 17:30,1210176500,0,3,217.9009,0,0,1,1,1,0,0,0
47760,2021-11-10 17:30,1210176500,0,3,217.9009,0,0,1,1,1,0,0,0
47763,2021-11-10 17:35,1100075800,0,3,384.3904,0,1,1,1,0,0,1,0
47764,2021-11-10 17:45,1090027800,0,4,167.6911,0,0,1,0,0,0,1,0
47765,2021-11-10 17:50,1180094000,0,4,244.1656,1,1,1,0,0,0,1,0
47767,2021-11-10 18:30,1100021602,1,3,91.1176,0,0,0,0,0,0,0,0
47768,2021-11-10 18:50,1040006001,0,1,220.9856,1,0,1,0,1,0,1,0
47769,2021-11-10 19:10,1000026900,0,3,205.8944,0,1,1,0,1,0,1,0
47771,2021-11-10 19:55,1060032501,0,3,247.7423,0,0,1,0,1,0,1,0
47773,2021-11-10 20:45,1100031600,3,1,373.9385,0,0,1,1,0,1,1,0
47774,2021-11-11 7:10,1180103400,1,0,116.6727,0,0,0,0,0,1,0,0
47775,2021-11-11 7:35,1240012100,0,0,651.5095,1,0,1,1,1,0,1,0
47776,2021-11-11 7:55,1240042100,1,0,196.7667,0,0,0,0,0,0,0,0
47777,2021-11-11 8:10,1220006624,3,2,150.0845,1,0,1,0,0,0,1,0
47778,2021-11-11 8:15,1000037100,0,3,153.1266,0,0,0,0,1,0,1,0
47779,2021-11-11 8:45,1100030802,3,1,250.3198,0,0,1,1,1,0,0,0
47781,2021-11-11 9:05,1130002903,2,1,59.9267,0,0,1,0,1,0,1,0
47781,2021-11-11 9:05,1130002903,2,1,59.9267,0,0,1,0,1,0,1,0
47784,2021-11-11 9:50,1060036000,0,3,549.8945,0,0,1,0,1,0,1,0
47785,2021-11-11 9:55,1220049500,0,3,162.4105,0,0,1,0,0,0,1,0
47786,2021-11-11 10:05,1200001602,2,1,130.1796,1,0,1,0,1,0,0,0
47786,2021-11-11 10:05,1200001602,2,1,130.1796,1,0,1,0,1,0,0,0
47786,2021-11-11 10:05,1200001602,2,1,130.1796,1,0,1,0,1,0,0,0
47790,2021-11-11 10:30,1070008001,1,3,158.6701,1,0,1,1,0,0,0,0
47791,2021-11-11 10:40,1220341100,0,3,60.4596,0,0,0,0,1,0,0,0
47794,2021-11-11 11:10,1100033602,0,3,217.3916,0,0,1,0,0,0,0,0
47795,2021-11-11 11:50,1140284401,1,5,8741.342108,1,1,1,1,1,1,1,0
47796,2021-11-11 12:10,1200002906,1,1,124.9426,0,0,1,1,0,0,1,0
47797,2021-11-11 13:30,1240023905,1,0,130.1681,0,0,0,0,0,0,0,0
47798,2021-11-11 14:40,1050004406,3,2,136.0273,0,0,1,0,1,0,1,0
47798,2021-11-11 14:40,1050004406,3,2,136.0273,0,0,1,0,1,0,1,0
47801,2021-11-11 16:05,1060007801,3,1,226.9349,0,0,0,0,0,0,0,0
47802,2021-11-11 16:10,1180012812,1,1,170.0863,0,0,0,0,0,0,1,0
47804,2021-11-11 16:35,1020046000,0,4,151.2201,1,0,0,1,0,0,0,0
47804,2021-11-11 16:35,1020046000,0,4,151.2201,1,0,0,1,0,0,0,0
47806,2021-11-11 16:40,1180105602,3,1,118.2843,0,0,0,0,0,0,0,0
47807,2021-11-11 16:45,1160014603,3,3,84.2376,0,0,1,0,0,0,1,0
47808,2021-11-11 16:50,1010040900,3,1,87.174,1,0,1,0,0,0,1,0
47809,2021-11-11 17:00,1010014002,3,1,194.8692,0,0,0,0,1,0,1,0
47810,2021-11-11 17:45,1130012303,3,1,128.6809,0,0,0,0,0,0,1,0
47811,2021-11-11 17:50,1010003801,3,1,65.5347,1,0,1,0,0,0,0,0
47812,2021-11-11 18:05,1230044700,0,3,283.0316,0,0,1,1,0,0,1,0
47813,2021-11-11 18:10,1210024304,3,2,267.9766,0,0,1,1,1,0,0,0
47814,2021-11-11 18:15,1100170300,3,1,68.6634,0,0,1,0,0,0,0,0
47814,2021-11-11 18:15,1100170300,3,1,68.6634,0,0,1,0,0,0,0,0
47816,2021-11-11 18:25,1030011502,1,2,139.2117,0,0,0,0,0,0,0,0
47816,2021-11-11 18:25,1030011502,1,2,139.2117,0,0,0,0,0,0,0,0
47818,2021-11-11 18:35,1130028301,2,1,111.2667,0,0,0,0,0,0,0,0
47819,2021-11-11 18:55,1100030204,1,1,228.0842,0,1,1,0,1,0,1,0
47820,2021-11-11 19:05,1150015803,0,0,117.4011,0,0,0,1,0,0,0,0
47821,2021-11-11 19:10,1010003205,0,1,57.8292,0,0,0,0,0,0,0,0
47821,2021-11-11 19:10,1010003205,0,1,57.8292,0,0,0,0,0,0,0,0
47823,2021-11-11 19:15,1050043800,0,3,524.1509,0,0,1,0,1,0,1,0
47824,2021-11-11 19:25,1200001303,1,1,150.8402,1,0,1,0,0,0,1,0
47825,2021-11-11 19:30,1030034100,0,3,252.1615,0,0,1,1,1,0,1,0
47828,2021-11-11 19:35,1040009002,1,1,41.2672,1,0,0,0,0,0,0,0
47829,2021-11-11 19:45,1010049000,0,3,69.3202,1,0,0,0,1,0,1,0
47831,2021-11-11 19:50,1020021703,3,1,68.6606,0,0,1,0,0,0,0,0
47832,2021-11-11 20:00,1020008601,4,1,292.1503,0,0,0,0,0,0,0,0
47834,2021-11-11 20:05,1150107400,4,2,372.5113,0,1,0,0,0,0,0,0
47834,2021-11-11 20:05,1150107400,4,2,372.5113,0,1,0,0,0,0,0,0
47837,2021-11-11 21:00,1210038100,0,3,114.6933,0,1,1,0,0,0,1,0
47837,2021-11-11 21:00,1210038100,0,3,114.6933,0,1,1,0,0,0,1,0
47839,2021-11-11 21:20,1180135401,0,0,52.83820565,0,0,0,0,0,0,0,0
47840,2021-11-12 7:20,1180092200,0,1,246.9195,0,0,0,0,0,0,0,0
47842,2021-11-12 9:00,1140283901,0,3,68.32733714,0,0,0,0,0,0,1,0
47843,2021-11-12 9:10,1020003003,3,1,51.051,0,0,0,0,0,0,0,0
47844,2021-11-12 10:10,1220102200,0,3,215.572,0,1,0,0,1,0,0,0
47845,2021-11-12 10:35,1210055100,0,3,53.5537,0,0,0,0,0,0,0,0
47846,2021-11-12 10:45,1210018402,2,1,193.6406,0,1,1,0,1,0,1,0
47847,2021-11-12 11:15,1210169200,0,3,130.6925,0,0,0,1,0,0,0,0
47847,2021-11-12 11:15,1210169200,0,3,130.6925,0,0,0,1,0,0,0,0
47849,2021-11-12 11:25,1240008800,0,3,487.7003,1,0,1,1,1,0,1,0
47849,2021-11-12 11:25,1240008800,0,3,487.7003,1,0,1,1,1,0,1,0
47851,2021-11-12 11:30,1020012803,0,3,67.991,1,0,0,0,0,0,1,0
47852,2021-11-12 11:35,1050045200,0,2,70.4094,0,0,0,0,0,0,0,0
47853,2021-11-12 13:00,1130051601,0,3,133.9797,0,0,1,0,0,0,1,0
